Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1
0.8248466611211555,0.870277295056617,0.8369224063834249,0.9283793953997826,0.9208333333333333,0.9210987920693138
